City,valid_Date,Moonrise_Timestamp,Relative_Humidity,Average_Preasure,Sunset_Timestamp,Average_Ozone,Moon_Phase,Wind_Direction,Wind_Speed,Verbal_Wind_Direction,Wind_Gust_Speed,Snow_Depth,Clouds,Sunrise_Timestamp,Temperature,Maximum_Temperature,Minimum_Temperature,Minimum_Feels_Like_Temperature,Maximum_Feels_Like_Temperature,Probablity_of_Precipitation,Sea_Level_Preasure,Visiblity,Dew_Point,Accumalated_Snowfall,UX_Index,Wind_Direction,Solar_radiation,Cloud_High_Level,Equivalent_Precipitation,Weather_icon_Code,Weather_Code,Mooneset_Timestamp,Mid_cloud_coverage,Low_cloud_coverage,Weather_Description
Mullingar,28-03-2019,1553740965,82,1018.43,1553799425,337.59,0.375827,SSE,3.27835,south-southeast,9.7157,0,70,1553753658,8.5,15.2,3.2,-1,15.1,0,1033.46,24.1,5.5,0,2.39824,166,None,70,0,c04d,804,1553773184,0,0,Overcast clouds
Mullingar,29-03-2019,1553830322,87,1011.75,1553885930,329.507,0.283549,S,4.71111,south,12.7012,0,36,1553839917,9.2,15.1,4.6,0.8,14.8,0,1026.82,22.6375,7,0,3.30738,175,None,36,0,c02d,802,1553863107,0,0,Scattered clouds
Mullingar,30-03-2019,1553919148,83,1001.04,1553972435,332.769,0.19987,S,6.05941,south,13.4466,0,33,1553926176,10,15.1,6.6,3.4,14.8,15,1015.95,21.4,7.1,0,4.89941,176,None,21,0.8125,c02d,802,1553956870,5,12,Scattered clouds
Mullingar,31-03-2019,1554007520,80,999.917,1554058940,376.42,0.127519,WSW,4.86795,west-southwest,13.9132,0,77,1554012436,6.9,10.1,2.7,-1.5,9.8,40,1014.86,21.5002,3.5,0,2.08596,253,None,63,3,c04d,804,1554043573,28,41,Overcast clouds
Mullingar,01-04-2019,1554095539,82,1008.01,1554145445,401.955,0.0692483,WSW,3.81675,west-southwest,7.92662,0,2,1554098695,3.4,10.6,-0.3,-5.3,9.4,15,1023.28,24.1,0.4,0,4.59081,241,None,0,0.125,c02d,801,1554133952,0,2,Few clouds
Mullingar,02-04-2019,1554183307,85,1011.61,1554231950,377.183,0.0277328,SW,4.74764,southwest,10.756,0,72,1554184955,8.8,10.8,6.3,3.7,10.7,10,1024.39,24.1,6.3,0,1.72786,222,None,32,0.5,c04d,804,1554224377,8,67,Overcast clouds
Mullingar,03-04-2019,1554270909,80,999.989,1554318455,383.964,0.0277328,S,4.922,south,10.2594,0,92,1554271215,8.2,11.3,2.9,2.4,10.7,20,1012.5,14.75,4.8,0,2.12992,190,None,88,1.25,c04d,804,1554310777,60,40,Overcast clouds
Mullingar,04-04-2019,1554358416,73,989.545,1554404960,416.715,0.00534121,NW,5.58589,northwest,11.8235,0,60,1554357476,5.3,7.3,0,-0.6,7.3,40,1002.35,14.3,0.3,0,4.07198,307,None,44,3.5,c03d,803,1554401250,46,36,Broken clouds
Mullingar,05-04-2019,1554445893,78,998.085,1554491465,484.099,0.00387491,SW,3.49215,southwest,5.61292,17.3,38,1554443737,2.5,7.2,-2.7,-6.9,3.4,50,1010.79,9.05009,-1.3,17.25,4.93814,229,None,0,1.8125,s01d,600,1554491785,38,0,Light snow
Mullingar,06-04-2019,1554533402,87,992.399,1554577970,417.693,0.0243552,SE,6.46123,southeast,17.6085,17.3,49,1554529998,2.6,6,-0.7,-5.8,2.4,35,1005.08,14.5001,0.7,0,3.74153,145,None,27,2.5,c03d,803,1554582401,36,8,Broken clouds
Mullingar,07-04-2019,1554621013,92,987.864,1554664475,460.045,0.0668956,E,9.11206,east,17.8479,0,100,1554616259,5.6,5.8,5.4,1.8,2.3,80,1000.11,1.85008,4.4,0,1.61036,89,None,90,19.9375,r02d,501,1554673103,100,98,Moderate rain
Balbriggan,23-03-2019,1553373328,71,1032.75,1553366298,378.114,0.857119,WSW,3.07165,west-southwest,8.08461,0,81,1553321765,6.8,8.7,4.6,0.8,8.7,0,1033.78,0,2,0,2.41241,237,None,79,0,c04d,804,1553328676,63,11,Overcast clouds
Balbriggan,24-03-2019,1553464582,74,1031.89,1553452803,370.216,0.771534,W,6.10477,west,15.2386,0,37,1553408024,7.2,10.4,4.1,0.2,10.4,15,1032.93,0,3,0,3.56413,271,None,7,0.00390625,c02d,802,1553416744,0,32,Scattered clouds
Balbriggan,25-03-2019,1553555643,80,1035.04,1553539309,323.277,0.676013,W,2.65295,west,9.30358,0,57,1553494283,8.1,10.1,6.1,2.8,10.1,15,1036.07,0,4.9,0,3.32171,272,None,9,0.0195312,c03d,803,1553505099,5,52,Broken clouds
Balbriggan,26-03-2019,1553560030,76,1035.01,1553625814,318.265,0.57564,WSW,3.86739,west-southwest,9.0313,0,66,1553580541,8.8,11,6.6,3.3,11,0,1036.05,0,4.8,0,2.55305,255,None,3,0,c03d,803,1553593828,0,64,Broken clouds
Balbriggan,27-03-2019,1553650432,81,1035.32,1553712319,341.129,0.474643,W,3.8662,west,7.93911,0,82,1553666800,8.7,10.4,7.3,7.3,10.4,15,1036.37,0,5.7,0,1.91968,266,None,4,0.101562,c04d,804,1553682985,0,82,Overcast clouds
Balbriggan,28-03-2019,1553740342,76,1030.01,1553798824,339.152,0.376492,SSE,2.90406,south-southeast,6.87164,0,40,1553753059,9.9,14.9,6,2.4,14.8,0,1034.19,24.1,5.8,0,3.60589,167,None,40,0,c03d,803,1553772560,0,0,Broken clouds
Balbriggan,29-03-2019,1553829704,81,1023.57,1553885329,331.169,0.284164,S,4.30028,south,10.7012,0,28,1553839318,10.5,15.3,6.5,3.3,14.9,0,1027.74,24.1,7.2,0,4.43676,177,None,28,0,c02d,802,1553862482,0,0,Scattered clouds
Balbriggan,30-03-2019,1553918533,77,1013.02,1553971834,333.307,0.200416,S,5.61102,south,12.2466,0,12,1553925577,10.9,15.3,7.7,7.7,14.9,0,1017.15,24.1,6.9,0,4.93096,174,None,10,0,c02d,801,1553956243,0,2,Few clouds
Balbriggan,31-03-2019,1554006907,74,1010.7,1554058339,373.07,0.127976,WSW,5.17701,west-southwest,12.9132,0,70,1554011837,8.9,11.6,5.5,1.9,11.3,25,1014.78,21.6377,4.3,0,2.74852,251,None,54,1.5,c04d,804,1554042946,12,30,Overcast clouds
Balbriggan,01-04-2019,1554094929,73,1019.15,1554144845,403.675,0.0695981,WSW,4.36338,west-southwest,8.62662,0,4,1554098096,5,10.2,1.8,-2.6,10.3,0,1023.2,24.1,0.4,0,4.96433,253,None,4,0,c02d,801,1554133324,0,0,Few clouds
Balbriggan,02-04-2019,1554182698,80,1022.83,1554231350,377.633,0.0279576,SW,5.8466,southwest,11.456,0,52,1554184356,9.2,10.8,7.2,7.8,10.6,15,1024.9,24.1,6,0,2.54154,217,None,18,0.125,c03d,803,1554223749,1,44,Broken clouds
Balbriggan,03-04-2019,1554270301,82,1011.56,1554317855,381.614,0.00542622,S,6.1116,south,9.85939,0,80,1554270616,8.6,9.9,5.6,7.3,9.8,15,1013.45,19.55,5.6,0,2.70666,185,None,73,0.3125,c04d,804,1554314221,22,24,Overcast clouds
Balbriggan,04-04-2019,1554357809,72,999.073,1554404360,406.865,0.00542622,NW,6.72713,northwest,9.62354,0,80,1554356877,7.1,7.9,3.7,3.5,7.5,55,1001.19,13.9,2,0,2.91893,304,None,55,6.25,r04d,520,1554400621,72,56,Light shower rain
Balbriggan,05-04-2019,1554445286,67,1009.13,1554490865,487.499,0.0038101,WSW,4.15092,west-southwest,5.81263,0,34,1554443138,5,7.7,1.6,-1.2,3.8,40,1010.94,22.2001,-0.8,0,5.07521,247,None,0,3.0625,c02d,802,1554491156,34,4,Scattered clouds
Balbriggan,06-04-2019,1554532794,71,1005.04,1554577369,417.543,0.0241365,SSE,9.79939,south-southeast,18.2085,0,39,1554529399,6.1,7.9,4.2,0.8,7.6,20,1007,16.0001,1.2,0,3.95011,163,None,14,1.125,c02d,802,1554581772,24,10,Scattered clouds
Balbriggan,07-04-2019,1554620404,83,999.992,1554663874,450.445,0.0665255,ESE,14.4386,east-southeast,21.2479,0,100,1554615660,7.2,7.3,7,4.1,7.3,80,1001.42,1.95008,4.5,0,1.62311,102,None,96,18.375,r02d,501,1554672473,100,91,Moderate rain
Clifden,23-03-2019,1553379448,65,1029.98,1553367605,390.54,0.770263,W,2.95085,west,9.51332,0,85,1553322822,7.5,8.7,6.6,3.3,8.7,15,1034.23,0,1.2,0,1.78187,272,None,67,0.00195312,c04d,804,1553331569,67,32,Overcast clouds
Clifden,24-03-2019,1553470506,67,1030.67,1553454110,356.337,0.674641,WNW,5.65952,west-northwest,13.5196,0,66,1553409081,8.7,10.2,7.2,4,10.2,15,1034.94,0,2.8,0,2.72655,288,None,18,0.136719,c03d,803,1553419928,0,54,Broken clouds
Clifden,25-03-2019,1553474889,78,1032.61,1553540615,318.123,0.574232,SW,2.2251,southwest,6.47741,0,53,1553495339,8.8,10.7,6.8,3.6,10.7,0,1036.85,0,4.9,0,2.7213,222,None,0,0,c03d,803,1553508663,3,49,Broken clouds
Clifden,26-03-2019,1553565285,77,1031.72,1553627121,318.594,0.473253,SW,4.22611,southwest,11.0633,0,89,1553581598,9.5,10.3,8.4,8.4,10.3,15,1035.89,0,5.5,0,2.26052,220,None,0,0.0078125,c04d,804,1553597826,0,89,Overcast clouds
Clifden,27-03-2019,1553655187,80,1032.02,1553713626,340.872,0.375163,SW,3.83544,southwest,8.50802,0,97,1553667857,9.7,10.4,9.2,9.2,10.4,15,1036.22,0,6.4,0,1.90309,225,None,29,0.0078125,c04d,804,1553687407,10,92,Overcast clouds
Clifden,28-03-2019,1553744541,75,1025.8,1553800131,337.515,0.282936,SSE,5.08245,south-southeast,10.7,0,48,1553754116,10.2,13.5,7.6,7.6,13.4,0,1031.27,24.1,5.8,0,3.54274,162,None,48,0,c03d,803,1553777333,0,0,Broken clouds
Clifden,29-03-2019,1553833363,82,1018.28,1553886636,326.057,0.199326,SSE,6.52565,south-southeast,14.1012,0,57,1553840375,10.5,13.3,8.2,8.2,13.3,0,1023.82,24.1,7.4,0,2.35209,167,None,57,0,c03d,803,1553871097,0,0,Broken clouds
Clifden,30-03-2019,1553925332,90,1007.11,1553976741,330.169,0.127062,S,7.56423,south,15.5149,0,82,1553930235,9.9,11.5,8.1,8.1,11.3,50,1012.65,19.6625,8.3,0,1.51295,187,None,18,5.4375,r04d,520,1553961401,0,64,Light shower rain
Clifden,31-03-2019,1554009750,66,1009.84,1554059646,391.945,0.0688992,W,7.5094,west,10.3016,0,46,1554012894,7.9,8.6,7.1,4,8.5,45,1015.24,22.2377,1.9,0,3.52663,269,None,22,4.5,c03d,803,1554048180,9,28,Broken clouds
Clifden,01-04-2019,1554097516,65,1017.26,1554146151,399.775,0.0275089,WSW,6.86592,west-southwest,9.70649,0,55,1554099154,7.9,9.9,6.8,3.5,9.5,10,1022.87,24.1,1.7,0,3.78535,258,None,1,0.5625,c03d,803,1554138606,0,55,Broken clouds
Clifden,02-04-2019,1554185117,81,1015.46,1554232656,381.133,0.0275089,SW,6.45106,southwest,9.81218,0,94,1554185414,9.5,10.4,8.6,9,10.1,25,1022.98,24.1,6.5,0,1.5772,228,None,52,1.75,c04d,804,1554225006,32,80,Overcast clouds
Clifden,03-04-2019,1554272624,86,1002.16,1554319161,384.714,0.0052572,SSW,9.45106,south-southwest,14.426,0,96,1554271675,8.6,9.2,8,8,9.2,65,1009.91,13.1,6.3,0,1.56297,194,None,90,9.375,r04d,520,1554315478,85,68,Light shower rain
Clifden,04-04-2019,1554360101,64,997.183,1554405666,434.215,0.00394079,NW,6.0252,northwest,9.72354,0,96,1554357936,5.8,6.5,4.4,1.8,2.8,70,1005.07,1.65,-0.6,0,1.61875,310,None,18,12.1875,r01d,500,1554406014,58,63,Light rain
Clifden,05-04-2019,1554447610,62,1002.38,1554492171,463.399,0.024575,WSW,5.18899,west-southwest,7.21263,0,68,1554444197,5.8,7.4,4.2,0.7,3.9,40,1010.22,5.15009,-1,0,3.12627,254,None,0,3.5,c03d,803,1554496631,68,0,Broken clouds
Clifden,06-04-2019,1554535222,73,990.485,1554578676,422.693,0.0672667,SE,12.9575,southeast,24.6085,0,60,1554530458,6.1,7,4.7,1.7,3.8,65,998.229,12.8501,1.7,0,2.21006,144,None,52,9.125,r04d,520,1554587333,41,33,Light shower rain
Clifden,07-04-2019,1554623019,81,989.814,1554665181,490.595,0.131137,E,12.3437,east,17.1,0,96,1554616720,7.8,8.1,7.5,7.5,8.1,40,997.801,20.3001,4.7,0,1.84755,80,None,60,3.25,c04d,804,1554591686,64,88,Overcast clouds
Clonmel,23-03-2019,1553373963,75,1024.39,1553366899,369.7,0.856572,SSE,1.19461,south-southeast,4.97374,0,99,1553322364,6.1,8.6,3,-1.2,8.6,0,1034.57,0,1.8,0,1.83823,162,None,98,0,c04d,804,1553329287,92,3,Overcast clouds
Clonmel,24-03-2019,1553465215,79,1025.05,1553453404,362.791,0.770899,W,2.69641,west,10.4876,0,38,1553408623,5.5,10.5,0.9,-3.7,10.5,15,1035.29,0,1.9,0,3.55094,262,None,16,0.0703125,c02d,802,1553417356,4,23,Scattered clouds
Clonmel,25-03-2019,1553556275,82,1026.9,1553539909,327.894,0.675327,SW,0.995583,southwest,2.89864,0,77,1553494882,7.3,11,3.1,-1.1,11,0,1037.1,0,4.2,0,2.04772,234,None,13,0,c04d,804,1553505714,8,65,Overcast clouds
Clonmel,26-03-2019,1553560659,82,1026.87,1553626415,314.09,0.574936,SSW,2.1832,south-southwest,8.44536,0,33,1553581140,7.9,12.5,2.6,-1.7,12.5,0,1036.97,0,4.8,0,3.16473,212,None,0,0,c02d,802,1553594446,0,33,Scattered clouds
Clonmel,27-03-2019,1553651058,83,1027.05,1553712920,331.479,0.473948,W,1.1237,west,4.09984,0,50,1553667399,8.6,13.7,3.7,-0.3,13.7,0,1037.13,0,5.7,0,3.19044,269,None,1,0,c03d,803,1553683606,0,49,Broken clouds
Clonmel,28-03-2019,1553740965,87,1013.71,1553799425,336.027,0.375827,SE,2.9257,southeast,7.1324,0,51,1553753658,7.8,12.6,3.7,-0.3,12.4,0,1033.43,24.1,5.6,0,2.67857,134,None,50,0,c03d,803,1553773184,0,0,Broken clouds
Clonmel,29-03-2019,1553830322,91,1007.63,1553885930,335.819,0.283549,SSE,3.89174,south-southeast,10.9,0,44,1553839917,8.6,13.3,5.5,1.7,13.2,0,1027.07,18.625,7,0,2.22688,161,None,24,0,c03d,803,1553863107,0,21,Broken clouds
Clonmel,30-03-2019,1553919148,92,997.501,1553972435,340.557,0.19987,S,4.21692,south,10.8466,0,68,1553926176,9.4,13,7.2,7.2,12.4,15,1016.55,19.3,8,0,3.75879,171,None,9,0.875,c03d,803,1553956870,0,67,Broken clouds
Clonmel,31-03-2019,1554007520,82,996.833,1554058940,376.995,0.127519,W,3.55381,west,11.5132,0,83,1554012436,6.7,10.2,2.1,-2.3,10,30,1016.45,22.4127,3.7,0,1.87081,276,None,74,2.125,c04d,804,1554043573,27,49,Overcast clouds
Clonmel,01-04-2019,1554095539,82,1005,1554145445,407.655,0.0692483,W,2.38169,west,5.00649,0,2,1554098695,3.2,9.6,-0.6,-5.6,9.6,15,1024.95,24.1,0.1,0,4.96471,263,None,1,0.0625,c02d,801,1554133952,0,1,Few clouds
Clonmel,02-04-2019,1554183307,85,1012.55,1554231950,373.933,0.0277328,SW,3.7195,southwest,5.81218,0,32,1554184955,7.2,11.2,3.5,-0.1,10.7,15,1026.09,24.1,4.9,0,4.17295,215,None,13,0.1875,c02d,802,1554224377,0,23,Scattered clouds
Clonmel,03-04-2019,1554270909,87,1000.44,1554318455,380.964,0.0277328,S,4.52668,south,8.026,0,88,1554271215,7.1,10.1,3.2,0.7,9.7,15,1013.59,22.9,5,0,2.08266,186,None,88,0.125,c04d,804,1554310777,26,6,Overcast clouds
Clonmel,04-04-2019,1554358416,75,990.425,1554404960,420.865,0.00534121,WNW,6.02005,west-northwest,12.5235,0,64,1554357476,5.4,6.9,0.3,0,3.5,40,1003.8,12.85,1.1,0,4.07877,303,None,36,3,c03d,803,1554401250,51,38,Broken clouds
Clonmel,05-04-2019,1554445893,77,998.557,1554491465,478.099,0.00387491,WSW,2.40648,west-southwest,3.61292,28.5,49,1554443737,2.9,7.2,-1.4,-5.9,3.3,60,1011.96,11.0501,-0.9,28.5,4.55513,247,None,0,2.625,s01d,600,1554491785,49,0,Light snow
Clonmel,06-04-2019,1554533402,84,989.759,1554577970,416.843,0.0243552,SSE,9.08768,south-southeast,21.8085,19.1,56,1554529998,3.6,5.6,1.7,-2.8,2.1,65,1002.89,13.0001,1.1,0,3.07066,153,None,34,7.125,s04d,610,1554582401,38,26,Mix snow/rain
Clonmel,07-04-2019,1554621013,90,981.4,1554664475,477.795,0.0668956,ESE,9.41526,east-southeast,15.5,0,84,1554616259,7.4,8.3,6.5,3.2,8.3,75,994.076,5.10008,5.8,0,2.31969,102,None,49,15.875,r02d,501,1554673103,68,60,Moderate rain
Cashel,23-03-2019,1553373963,74,1017.48,1553366899,374.786,0.856572,S,1.10946,south,4.62608,0,95,1553322364,5.8,8.5,2.8,-1.4,8.5,0,1034.61,0,1.3,0,1.81627,176,None,90,0,c04d,804,1553329287,88,2,Overcast clouds
Cashel,24-03-2019,1553465215,78,1018.22,1553453404,362.028,0.770899,W,2.8076,west,10.8381,0,36,1553408623,5.5,10.4,1.3,-3.3,10.4,15,1035.31,0,1.8,0,3.45504,275,None,18,0.0410156,c02d,802,1553417356,0,19,Scattered clouds
Cashel,25-03-2019,1553556275,82,1020.05,1553539909,326.481,0.675327,SSW,0.978548,south-southwest,3.88907,0,75,1553494882,7.1,10.5,3.1,-1.1,10.5,0,1037.11,0,4,0,1.97467,204,None,14,0,c04d,804,1553505714,7,63,Overcast clouds
Cashel,26-03-2019,1553560659,82,1019.94,1553626415,314.653,0.574936,SW,2.37598,southwest,6.69341,0,34,1553581140,7.7,12.5,2.9,-1.3,12.5,0,1036.94,0,4.8,0,2.75821,217,None,0,0,c02d,802,1553594446,0,34,Scattered clouds
Cashel,27-03-2019,1553651058,83,1020.23,1553712920,333.754,0.473948,W,1.2482,west,4.39085,0,39,1553667399,8.1,12.6,4,0.1,12.6,0,1037.2,0,5.3,0,3.7171,264,None,8,0,c02d,802,1553683606,0,31,Scattered clouds
Cashel,28-03-2019,1553740965,84,1018.24,1553799425,336.89,0.375827,SE,3.22745,southeast,7.7324,0,29,1553753658,8.1,14.1,3.3,-0.7,13.8,0,1033.22,24.1,5.4,0,4.27083,140,None,29,0,c02d,802,1553773184,0,0,Scattered clouds
Cashel,29-03-2019,1553830322,89,1011.88,1553885930,334.682,0.283549,SSE,4.2285,south-southeast,11.1,0,29,1553839917,8.7,14.5,4.7,0.9,14.1,0,1026.7,22.825,6.8,0,3.17836,158,None,20,0,c02d,802,1553863107,0,10,Scattered clouds
Cashel,30-03-2019,1553919148,89,1001.5,1553972435,339.044,0.19987,SSE,4.83161,south-southeast,11.5349,0,50,1553926176,9.8,14.4,7,3.7,13.8,15,1016.01,23.0375,8,0,3.53613,166,None,6,0.125,c03d,803,1553956870,0,48,Broken clouds
Cashel,31-03-2019,1554007520,82,1001.46,1554058940,379.345,0.127519,W,4.2089,west,10.2132,0,64,1554012436,6.7,10.5,2.3,-2.1,10.5,25,1016.22,23.1502,3.7,0,2.86797,267,None,45,1.5625,c03d,803,1554043573,21,35,Broken clouds
Cashel,01-04-2019,1554095539,83,1009.66,1554145445,406.435,0.0692483,WSW,3.16695,west-southwest,6.10649,0,0,1554098695,3.5,9.9,-0.1,-5.1,9.7,15,1024.7,24.1,0.5,0,4.9327,246,None,0,0.0625,c01d,800,1554133952,0,0,Clear Sky
Cashel,02-04-2019,1554183307,86,1007.49,1554231950,373.333,0.0277328,SSW,3.77743,south-southwest,6.21218,0,44,1554184955,7.4,11.3,3.3,0.3,10.8,15,1025.59,21.55,5.3,0,3.3051,207,None,19,0.375,c03d,803,1554224377,0,34,Broken clouds
Cashel,03-04-2019,1554270909,87,995.339,1554318455,384.164,0.0277328,S,4.95586,south,9.626,0,90,1554271215,6.8,10.1,2.4,0.1,9.7,10,1013.06,17.5,4.6,0,2.19499,182,None,88,0.625,c04d,804,1554310777,39,13,Overcast clouds
Cashel,04-04-2019,1554358416,76,986.023,1554404960,423.465,0.00534121,NW,5.78362,northwest,12.3235,0,68,1554357476,4.8,6.6,-0.5,-0.9,3.2,40,1003.82,13.5,0.8,0,3.70067,305,None,34,3.5625,c03d,803,1554401250,51,43,Broken clouds
Cashel,05-04-2019,1554445893,80,993.739,1554491465,476.199,0.00387491,SW,2.60233,southwest,4.11292,24.8,57,1554443737,2.4,6.8,-2.3,-6.9,3.1,60,1011.72,7.75009,-1.1,24.75,4.1763,233,None,0,2.4375,s01d,600,1554491785,56,0,Light snow
Cashel,06-04-2019,1554533402,88,984.621,1554577970,417.293,0.0243552,SE,8.42997,southeast,21.7085,43.5,60,1554529998,2.6,5.2,0,-4.8,1.6,65,1002.43,11.3501,0.8,18.75,3.17382,145,None,37,5.9375,s04d,610,1554582401,46,19,Mix snow/rain
Cashel,07-04-2019,1554621013,91,977.342,1554664475,478.945,0.0668956,E,8.26636,east,14.9479,0,79,1554616259,7,8.1,5.9,2.5,8.1,70,994.727,10.5001,5.6,0,2.68647,97,None,50,12.125,r01d,500,1554673103,57,60,Light rain
Youghal,23-03-2019,1553373963,74,1032.04,1553366899,367.427,0.856572,ESE,1.97066,east-southeast,6.22667,0,100,1553322364,7.2,9,4.9,1.2,9,15,1034.39,0,2.6,0,1.88828,114,None,96,0.00195312,c04d,804,1553329287,93,6,Overcast clouds
Youghal,24-03-2019,1553465215,76,1033.18,1553453404,364.099,0.770899,NW,3.08037,northwest,10.4417,0,21,1553408623,6.9,11,3,-1.2,11,0,1035.43,0,2.6,0,4.71461,318,None,11,0,c02d,802,1553417356,2,12,Scattered clouds
Youghal,25-03-2019,1553556275,82,1034.9,1553539909,329.977,0.675327,WSW,1.98844,west-southwest,5.70518,0,50,1553494882,7.8,11.4,4.4,0.6,11.4,0,1037.19,0,4.8,0,3.42716,249,None,18,0,c03d,803,1553505714,6,30,Broken clouds
Youghal,26-03-2019,1553560659,84,1034.9,1553626415,315.028,0.574936,W,2.41838,west,7.8311,0,42,1553581140,8.3,11,4.7,1,11,0,1037.29,0,5.7,0,2.49733,260,None,0,0,c03d,803,1553594446,0,42,Broken clouds
Youghal,27-03-2019,1553651058,88,1034.79,1553712920,330.579,0.473948,W,1.68355,west,4.26974,0,35,1553667399,8.4,12.1,4.5,0.8,12.1,0,1037.17,0,6.3,0,4.0126,268,None,0,0,c02d,802,1553683606,0,35,Scattered clouds
Youghal,28-03-2019,1553740965,86,1027.36,1553799425,336.315,0.375827,ESE,3.97369,east-southeast,7.5324,0,30,1553753658,9.1,11.6,6.8,3.6,11.5,0,1033.4,24.1,7,0,3.42929,116,None,30,0,c02d,802,1553773184,0,0,Scattered clouds
Youghal,29-03-2019,1553830322,90,1021.31,1553885930,337.757,0.283549,SSE,4.43257,south-southeast,10,0,15,1553839917,9.6,12.3,7.7,7.6,12.2,0,1027.16,22.2125,8,0,4.80589,157,None,14,0,c02d,801,1553863107,0,2,Few clouds
Youghal,30-03-2019,1553919148,92,1011.15,1553972435,343.382,0.19987,S,4.93531,south,10.9151,0,24,1553926176,9.8,11.9,8.3,8.3,11.7,15,1016.79,22.7125,8.5,0,4.64564,173,None,7,0.9375,c02d,802,1553956870,2,24,Scattered clouds
Youghal,31-03-2019,1554007520,78,1010.43,1554058940,377.758,0.127519,WNW,4.38878,west-northwest,11.7132,0,84,1554012436,8.1,10.6,4.6,1.2,10.6,20,1016.74,23.8377,4.4,0,2.16439,282,None,64,1.25,c04d,804,1554043573,14,47,Overcast clouds
Youghal,01-04-2019,1554095539,75,1018.85,1554145445,410.595,0.0692483,W,3.31274,west,5.82662,0,6,1554098695,5.2,9.8,2.4,-1.8,9.8,0,1025.19,24.1,1.1,0,5.18735,280,None,4,0,c02d,801,1554133952,0,3,Few clouds
Youghal,02-04-2019,1554183307,81,1019.61,1554231950,375.283,0.0277328,SW,4.3386,southwest,5.71218,0,19,1554184955,8.3,10.7,5.8,2.7,10.4,15,1026.43,24.1,5.2,0,4.85679,224,None,6,0.0625,c02d,801,1554224377,0,14,Few clouds
Youghal,03-04-2019,1554270909,83,1007.32,1554318455,378.914,0.0277328,SSW,4.66303,south-southwest,7.25939,0,70,1554271215,8.1,9.9,5.7,3.2,9.7,15,1013.86,24.05,5.3,0,2.72236,193,None,69,0.0625,c03d,803,1554310777,16,4,Broken clouds
Youghal,04-04-2019,1554358416,72,997.175,1554404960,420.415,0.00534121,WNW,7.18077,west-northwest,13.1235,0,59,1554357476,6.2,7.4,2.6,1.7,3.9,30,1004.03,18.25,1.4,0,4.47137,301,None,36,2.1875,c03d,803,1554401250,47,33,Broken clouds
Youghal,05-04-2019,1554445893,68,1005.47,1554491465,478.199,0.00387491,WSW,2.63761,west-southwest,3.41292,0,40,1554443737,4.6,7.8,1.6,-2.2,3.8,25,1012.15,15.4501,-1,0,4.92327,258,None,0,1.875,c02d,802,1554491785,40,0,Scattered clouds
Youghal,06-04-2019,1554533402,76,996.301,1554577970,417.393,0.0243552,SSE,10.9088,south-southeast,23.1085,0,46,1554529998,5.8,6.9,4.8,1,3.7,60,1002.72,12.9501,1.8,0,3.02832,159,None,29,8.125,r04d,520,1554582401,29,30,Light shower rain
Youghal,07-04-2019,1554621013,85,986.998,1554664475,479.245,0.0668956,ESE,11.5088,east-southeast,16.9,0,84,1554616259,8.7,9.3,8.1,8.1,9.3,80,993.114,2.30008,6.2,0,2.22421,105,None,54,19.125,r02d,501,1554673103,74,52,Moderate rain
Antim,23-03-2019,1553364579,70,1022.04,1553358394,342.305,0.863086,SSE,2.12179,south-southeast,7.18783,0,59,1553314122,9.6,13.3,6.8,3.5,13.3,15,1024.61,0,4.2,0,3.68563,156,None,12,0.00976562,c03d,803,1553321960,51,28,Broken clouds
Antim,24-03-2019,1553455308,66,1021.43,1553444863,325,0.778021,SSW,2.33209,south-southwest,7.61932,0,0,1553400417,6.9,10.1,4,0,10.1,0,1024.09,0,0.4,0,6.50865,193,None,0,0,c01d,800,1553410465,0,0,Clear Sky
Antim,25-03-2019,1553545888,78,1014.86,1553531331,316.522,0.682602,S,2.27009,south,6.67691,0,2,1553486712,6.8,9.5,3.2,-0.9,9.5,0,1017.36,0,3.1,0,6.59855,178,None,2,0,c02d,801,1553499181,0,0,Few clouds
Antim,26-03-2019,1553636272,82,1011.91,1553617800,364.611,0.582107,WNW,2.12443,west-northwest,10.7442,0,58,1553573007,8.2,13.4,5,1.3,13.4,15,1014.27,0,5,0,2.48018,290,None,34,1.02344,c03d,803,1553588151,44,22,Broken clouds
Antim,27-03-2019,1553639993,57,1018.8,1553704268,390.765,0.480913,SW,4.14589,southwest,9.94917,0,40,1553659303,9.2,11.9,7.2,4.1,11.9,15,1021.21,0,0.2,0,5.08588,229,None,0,0.0234375,c03d,803,1553677393,30,13,Broken clouds
Antim,28-03-2019,1553729786,58,1002.38,1553790736,392.44,0.382556,NNE,5.8286,north-northeast,12.0157,0,93,1553745598,5.9,9.9,2.9,-1.1,9.3,15,1029.04,24.1,-1.8,0,1.87854,31,None,93,0.125,c04d,804,1553766885,15,25,Overcast clouds
Antim,29-03-2019,1553819206,58,1002.98,1553877205,382.032,0.289987,ENE,6.46767,east-northeast,12.3,0,33,1553831894,4.6,8.7,1.7,-2.6,8.5,15,1029.78,24.1,-3.1,0,4.24123,69,None,3,0.3125,c02d,802,1553856575,0,30,Scattered clouds
